,loc_pred,gt_error_loc
2138,0,0
2139,12,12
2140,0,0
2141,71,71
2142,0,0
2143,0,16
2144,0,0
2145,0,41
2146,0,0
2147,0,45
2148,24,0
2149,56,56
2150,0,0
2151,0,47
2152,0,0
2153,23,23
2154,0,0
2155,27,27
2156,0,0
2157,31,31
2158,0,0
2159,23,23
2160,0,0
2161,19,19
2162,0,0
2163,19,19
2164,0,0
2165,23,23
2166,0,0
2167,63,63
2168,0,0
2169,24,24
2170,0,0
2171,24,24
2172,0,0
2173,26,26
2174,0,0
2175,66,66
2176,0,0
2177,51,51
2178,0,0
2179,40,40
2180,0,0
2181,26,26
2182,0,0
2183,0,37
2184,0,0
2185,131,131
2186,0,0
2187,0,31
2188,0,0
2189,48,48
2190,0,0
2191,17,17
2192,0,0
2193,36,36
2194,0,0
2195,26,26
2196,0,0
2197,69,69
2198,45,0
2199,32,32
2200,0,0
2201,0,13
2202,0,0
2203,18,18
2204,0,0
2205,14,14
2206,0,0
2207,12,12
2208,0,0
2209,44,44
2210,0,0
2211,0,31
2212,0,0
2213,96,96
2214,0,0
2215,70,70
2216,0,0
2217,17,17
2218,0,0
2219,0,123
2220,0,0
2221,16,16
2222,0,0
2223,44,44
2224,0,0
2225,0,94
2226,0,0
2227,46,46
2228,0,0
2229,0,54
2230,0,0
2231,60,60
2232,0,0
2233,112,112
2234,0,0
2235,0,99
2236,0,0
2237,0,139
2238,0,0
2239,27,27
2240,0,0
2241,146,146
2242,0,0
2243,56,56
2244,0,0
2245,94,94
2246,0,0
2247,37,37
2248,0,0
2249,32,32
2250,0,0
2251,20,20
2252,0,0
2253,30,30
2254,0,0
2255,17,17
2256,0,0
2257,21,21
2258,0,0
2259,0,39
2260,0,0
2261,75,75
2262,0,0
2263,57,57
2264,0,0
2265,0,16
2266,0,0
2267,42,42
2268,0,0
2269,17,17
2270,0,0
2271,21,21
2272,0,0
2273,25,25
2274,0,0
2275,25,25
2276,0,0
2277,121,121
2278,0,0
2279,39,39
2280,0,0
2281,72,72
2282,0,0
2283,41,41
2284,0,0
2285,17,17
2286,0,0
2287,22,22
2288,0,0
2289,0,43
2290,0,0
2291,0,63
2292,0,0
2293,0,0
2294,104,104
2295,0,0
2296,74,74
2297,0,0
2298,0,65
2299,0,0
2300,0,0
2301,123,123
2302,0,0
2303,13,13
2304,0,0
2305,17,17
2306,0,0
2307,0,105
2308,0,0
2309,0,98
2310,0,0
2311,24,24
2312,0,0
2313,40,40
2314,0,0
2315,26,26
2316,0,0
2317,15,15
2318,0,0
2319,0,52
2320,0,0
2321,24,24
2322,0,0
2323,13,13
2324,0,0
2325,13,13
2326,0,0
2327,15,15
2328,0,0
2329,13,13
2330,0,0
2331,9,9
2332,0,0
2333,24,24
2334,0,0
2335,19,19
2336,0,0
2337,70,70
2338,0,0
2339,0,45
2340,0,0
2341,0,43
2342,0,0
2343,110,110
2344,0,0
2345,79,79
2346,0,0
2347,0,0
2348,0,0
2349,55,55
2350,0,0
2351,63,63
2352,0,0
2353,45,32
2354,0,0
2355,158,158
2356,0,0
2357,17,17
2358,0,0
2359,112,112
2360,0,0
2361,0,15
2362,0,0
2363,88,88
2364,0,0
2365,186,186
2366,0,0
2367,46,46
2368,0,0
2369,34,34
2370,0,0
2371,82,82
2372,0,0
2373,124,124
2374,0,0
2375,0,0
2376,0,0
2377,46,46
2378,0,0
2379,0,63
2380,0,0
2381,19,19
2382,0,0
2383,59,59
2384,0,0
2385,16,16
2386,0,0
2387,37,37
2388,0,0
2389,73,73
2390,0,0
2391,61,61
2392,0,0
2393,45,41
2394,0,0
2395,36,36
2396,0,0
2397,36,36
2398,0,0
2399,36,36
2400,0,0
2401,21,21
2402,0,0
2403,21,21
2404,0,0
2405,17,17
2406,0,0
2407,28,28
2408,0,0
2409,0,101
2410,0,0
2411,0,24
2412,0,0
2413,0,79
2414,0,0
2415,0,49
2416,0,0
2417,0,0
2418,0,0
2419,0,0
2420,0,0
2421,0,135
2422,0,0
2423,0,51
2424,0,0
2425,26,26
2426,0,0
2427,0,45
2428,0,0
2429,13,13
2430,0,0
2431,55,55
2432,0,0
2433,21,29
2434,0,0
2435,26,26
2436,0,0
2437,0,16
2438,0,0
2439,20,20
2440,0,0
2441,32,32
2442,0,0
2443,72,72
2444,0,0
2445,28,28
2446,0,0
2447,0,64
2448,0,0
2449,43,43
2450,0,0
2451,0,50
2452,0,0
2453,0,80
2454,0,0
2455,0,31
2456,0,0
2457,69,69
2458,0,0
2459,65,65
2460,0,0
2461,117,117
2462,0,0
2463,50,50
2464,0,0
2465,42,42
2466,0,0
2467,20,20
2468,0,0
2469,25,25
2470,0,0
2471,35,35
2472,0,0
2473,25,25
2474,0,0
2475,25,25
2476,0,0
2477,37,37
2478,0,0
2479,39,39
2480,0,0
2481,48,48
2482,0,0
2483,19,116
2484,19,0
2485,96,96
2486,96,0
2487,47,47
2488,0,0
2489,83,83
2490,0,0
2491,75,75
2492,0,0
2493,0,150
2494,0,0
2495,50,50
2496,0,0
2497,39,39
2498,0,0
2499,0,0
2500,0,0
2501,182,182
2502,0,0
2503,0,35
2504,0,0
2505,17,17
2506,0,0
2507,29,29
2508,0,0
2509,23,23
2510,0,0
2511,74,74
2512,22,0
2513,97,97
2514,61,0
2515,0,18
2516,0,0
2517,0,24
2518,0,0
2519,93,93
2520,0,0
2521,0,203
2522,0,0
2523,29,29
2524,0,0
2525,40,40
2526,0,0
2527,39,39
2528,0,0
2529,12,12
2530,0,0
2531,28,28
2532,0,0
2533,38,38
2534,0,0
2535,78,78
2536,0,0
2537,59,59
2538,0,0
2539,87,87
2540,0,0
2541,105,105
2542,0,0
2543,20,20
2544,0,0
2545,30,30
2546,0,0
2547,68,68
2548,0,0
2549,60,60
2550,0,0
2551,44,44
2552,0,0
2553,46,46
2554,0,0
2555,56,56
2556,0,0
2557,44,44
2558,0,0
2559,0,109
2560,0,0
2561,84,84
2562,0,0
2563,59,59
2564,0,0
2565,25,25
2566,0,0
2567,0,12
2568,0,0
2569,22,22
2570,0,0
2571,24,24
2572,0,0
2573,22,22
2574,0,0
2575,26,26
2576,0,0
2577,36,36
2578,0,0
2579,34,34
2580,0,0
2581,16,16
2582,0,0
2583,26,26
2584,0,0
2585,56,56
2586,0,0
2587,40,40
2588,0,0
2589,47,47
2590,0,0
2591,33,33
2592,77,0
2593,41,41
2594,0,0
2595,16,16
2596,0,0
2597,38,38
2598,0,0
2599,22,22
2600,0,0
2601,22,22
2602,0,0
2603,51,51
2604,0,0
2605,68,68
2606,0,0
2607,0,46
2608,0,0
2609,172,172
2610,0,0
2611,30,30
2612,0,0
2613,16,16
2614,0,0
2615,0,83
2616,0,0
2617,25,25
2618,0,0
2619,17,17
2620,0,0
2621,38,38
2622,0,0
2623,26,26
2624,0,0
2625,95,95
2626,0,0
2627,151,151
2628,0,0
2629,198,198
2630,147,0
2631,88,88
2632,0,0
2633,60,60
2634,0,0
2635,0,34
2636,0,0
2637,14,14
2638,0,0
2639,0,15
2640,0,0
2641,12,12
2642,0,0
2643,21,21
2644,0,0
2645,26,26
2646,0,0
2647,15,15
2648,0,0
2649,0,26
2650,0,0
2651,11,11
2652,0,0
2653,229,229
2654,0,0
2655,35,25
2656,47,0
2657,0,22
2658,0,0
2659,20,20
2660,0,0
2661,25,25
2662,0,0
2663,17,17
2664,0,0
2665,132,132
2666,0,0
2667,20,20
2668,0,0
2669,9,9
2670,0,0
2671,28,28
2672,0,0
2673,20,20
2674,0,0
2675,24,24
2676,0,0
2677,20,20
2678,0,0
2679,86,86
2680,0,0
2681,19,19
2682,0,0
2683,0,39
2684,0,0
2685,10,10
2686,0,0
2687,38,38
2688,0,0
2689,41,41
2690,0,0
2691,40,34
2692,0,0
2693,0,0
2694,0,145
2695,0,0
2696,0,133
2697,0,0
2698,134,134
2699,0,0
2700,0,136
2701,0,0
2702,0,0
2703,0,0
2704,48,48
2705,0,0
2706,23,23
2707,0,0
2708,60,60
2709,0,0
2710,50,50
2711,0,0
2712,35,35
2713,0,0
2714,29,29
2715,0,0
2716,42,42
2717,0,0
2718,30,30
2719,0,0
2720,54,54
2721,0,0
2722,121,121
2723,0,0
2724,157,157
2725,0,0
2726,33,33
2727,0,0
2728,0,30
2729,0,0
2730,105,105
2731,0,0
2732,17,17
2733,0,0
2734,30,30
2735,28,0
2736,0,0
2737,0,0
2738,0,187
2739,0,0
2740,13,13
2741,0,0
2742,80,80
2743,0,0
2744,9,9
2745,0,0
2746,64,64
2747,0,0
2748,23,23
2749,0,0
2750,0,9
2751,0,0
2752,24,24
2753,0,0
2754,17,17
2755,0,0
2756,95,95
2757,0,0
2758,29,29
2759,0,0
2760,95,95
2761,0,0
2762,0,40
2763,0,0
2764,135,135
2765,0,0
2766,69,69
2767,0,0
2768,0,49
2769,0,0
2770,44,44
2771,0,0
2772,0,105
2773,0,0
2774,25,25
2775,0,0
2776,127,127
2777,0,0
2778,0,0
2779,0,0
2780,47,47
2781,0,0
2782,49,49
2783,0,0
2784,42,42
2785,0,0
2786,45,45
2787,0,0
2788,52,52
2789,0,0
2790,32,32
2791,0,0
2792,109,109
2793,0,0
2794,0,111
2795,0,0
2796,0,45
2797,0,0
2798,0,126
2799,0,0
2800,16,16
2801,0,0
2802,16,16
2803,0,0
2804,0,142
2805,0,0
2806,28,28
2807,0,0
2808,68,68
2809,0,0
2810,34,32
2811,0,0
2812,37,37
2813,0,0
2814,79,79
2815,0,0
2816,124,124
2817,0,0
2818,29,29
2819,0,0
2820,21,21
2821,0,0
2822,45,45
2823,0,0
2824,33,33
2825,0,0
2826,32,32
2827,0,0
2828,13,13
2829,0,0
2830,0,31
2831,0,0
2832,75,75
2833,0,0
2834,84,80
2835,0,0
2836,0,30
2837,0,0
2838,30,30
2839,0,0
2840,199,199
2841,0,0
2842,31,31
2843,0,0
2844,23,23
2845,0,0
2846,45,45
2847,0,0
2848,0,0
2849,0,0
2850,29,29
2851,0,0
2852,153,153
2853,0,0
2854,24,24
2855,0,0
2856,0,38
2857,0,0
2858,0,74
2859,0,0
2860,17,17
2861,0,0
2862,118,118
2863,0,0
2864,25,243
2865,25,0
2866,14,14
2867,0,0
2868,42,42
2869,0,0
2870,36,36
2871,0,0
2872,18,18
2873,0,0
2874,20,20
2875,0,0
2876,25,25
2877,0,0
2878,28,28
2879,0,0
2880,28,28
2881,0,0
2882,28,28
2883,0,0
2884,31,31
2885,0,0
2886,87,87
2887,0,0
2888,0,119
2889,0,0
2890,0,64
2891,0,0
2892,29,29
2893,0,0
2894,92,92
2895,0,0
2896,73,73
2897,0,0
2898,46,46
2899,0,0
2900,67,67
2901,0,0
2902,58,58
2903,0,0
2904,36,36
2905,0,0
2906,44,44
2907,0,0
2908,24,24
2909,0,0
2910,14,14
2911,0,0
2912,21,21
2913,0,0
2914,80,80
2915,0,0
2916,17,17
2917,0,0
2918,16,16
2919,0,0
2920,20,20
2921,0,0
2922,117,117
2923,77,0
2924,0,26
2925,0,0
2926,65,65
2927,0,0
2928,29,29
2929,0,0
2930,43,43
2931,0,0
2932,33,33
2933,0,0
2934,227,227
2935,0,0
2936,33,33
2937,0,0
2938,27,27
2939,0,0
2940,0,0
2941,0,0
2942,0,0
2943,0,0
2944,118,118
2945,0,0
2946,37,37
2947,0,0
2948,64,64
2949,0,0
2950,42,42
2951,0,0
2952,17,17
2953,0,0
2954,75,75
2955,0,0
2956,48,48
2957,0,0
2958,27,27
2959,0,0
2960,0,24
2961,0,0
2962,12,12
2963,0,0
2964,78,78
2965,0,0
2966,0,69
2967,0,0
2968,0,109
2969,0,0
2970,0,0
2971,84,84
2972,0,0
2973,0,205
2974,0,0
2975,64,64
2976,64,0
2977,124,124
2978,0,0
2979,0,107
2980,0,0
2981,61,61
2982,0,0
2983,14,14
2984,0,0
2985,0,104
2986,0,0
2987,0,10
2988,0,0
2989,20,20
2990,0,0
2991,28,28
2992,0,0
2993,0,18
2994,0,0
2995,46,46
2996,0,0
2997,15,15
2998,0,0
2999,80,80
3000,0,0
3001,110,110
3002,0,0
3003,26,26
3004,0,0
3005,29,29
3006,0,0
3007,80,80
3008,0,0
3009,0,42
3010,0,0
3011,222,222
3012,0,0
3013,38,38
3014,0,0
3015,75,75
3016,0,0
3017,51,51
3018,0,0
3019,0,27
3020,0,0
3021,0,31
3022,0,0
3023,26,26
3024,0,0
3025,14,14
3026,0,0
3027,0,31
3028,0,0
3029,0,48
3030,0,0
3031,45,45
3032,0,0
3033,0,22
3034,0,0
3035,52,52
3036,0,0
3037,11,11
3038,0,0
3039,28,28
3040,0,0
3041,29,29
3042,0,0
3043,50,50
3044,0,0
3045,11,11
3046,0,0
3047,0,47
3048,0,0
3049,80,80
3050,0,0
3051,68,68
3052,0,0
3053,15,15
3054,0,0
3055,15,15
3056,0,0
3057,43,45
3058,0,0
3059,15,15
3060,0,0
3061,94,94
3062,0,0
3063,29,29
3064,0,0
3065,45,45
3066,0,0
3067,10,10
3068,0,0
3069,16,16
3070,0,0
3071,56,56
3072,0,0
3073,15,15
3074,0,0
3075,29,29
3076,0,0
3077,90,90
3078,0,0
3079,26,26
3080,0,0
3081,71,71
3082,0,0
3083,64,64
3084,0,0
3085,73,73
3086,0,0
3087,9,9
3088,0,0
3089,0,10
3090,0,0
3091,12,12
3092,0,0
3093,137,137
3094,0,0
3095,12,12
3096,0,0
3097,97,97
3098,0,0
3099,48,48
3100,0,0
3101,70,70
3102,0,0
3103,70,70
3104,0,0
3105,25,25
3106,0,0
3107,20,20
3108,0,0
3109,17,17
3110,0,0
3111,0,21
3112,0,0
3113,139,139
3114,0,0
3115,0,167
3116,0,0
3117,54,54
3118,0,0
3119,31,31
3120,0,0
3121,52,52
3122,0,0
3123,60,60
3124,0,0
3125,128,128
3126,0,0
3127,131,131
3128,0,0
3129,0,192
3130,0,0
3131,169,44
3132,169,0
3133,59,59
3134,0,0
3135,10,10
3136,0,0
3137,28,28
3138,0,0
3139,36,36
3140,0,0
3141,0,28
3142,0,0
3143,94,94
3144,0,0
3145,73,73
3146,0,0
3147,47,47
3148,0,0
3149,11,11
3150,0,0
3151,0,40
3152,0,0
3153,54,54
3154,0,0
3155,22,22
3156,0,0
3157,25,25
3158,0,0
3159,16,16
3160,0,0
3161,29,29
3162,0,0
3163,38,38
3164,0,0
3165,26,26
3166,0,0
3167,0,61
3168,0,0
3169,0,0
3170,26,26
3171,0,0
3172,0,71
3173,0,0
3174,0,45
3175,0,0
3176,28,28
3177,0,0
3178,40,40
3179,0,0
3180,0,51
3181,0,0
3182,144,144
3183,0,0
3184,46,46
3185,0,0
3186,63,63
3187,0,0
3188,104,104
3189,0,0
3190,172,172
3191,0,0
3192,145,145
3193,0,0
3194,37,37
3195,0,0
3196,13,13
3197,0,0
3198,91,91
3199,42,0
3200,23,23
3201,0,0
3202,17,17
3203,0,0
3204,17,17
3205,0,0
3206,193,193
3207,0,0
3208,116,116
3209,0,0
3210,121,121
3211,0,0
3212,73,73
3213,0,0
3214,54,54
3215,0,0
3216,55,55
3217,0,0
3218,44,44
3219,0,0
3220,184,184
3221,0,0
3222,0,105
3223,0,0
3224,83,83
3225,0,0
3226,44,44
3227,0,0
3228,97,97
3229,0,0
3230,0,51
3231,0,0
3232,181,181
3233,0,0
3234,106,106
3235,0,0
3236,12,12
3237,0,0
3238,22,22
3239,0,0
3240,36,36
3241,0,0
3242,24,24
3243,0,0
3244,108,108
3245,0,0
3246,25,25
3247,0,0
3248,13,13
3249,0,0
3250,14,14
3251,0,0
3252,0,24
3253,0,0
3254,14,14
3255,0,0
3256,0,175
3257,0,0
3258,0,35
3259,0,0
3260,37,37
3261,0,0
3262,0,24
3263,0,0
3264,0,20
3265,0,0
3266,37,37
3267,0,0
3268,35,35
3269,0,0
3270,189,189
3271,0,0
3272,23,23
3273,0,0
3274,62,62
3275,0,0
3276,0,103
3277,0,0
3278,10,10
3279,0,0
3280,43,43
3281,0,0
3282,54,54
3283,0,0
3284,39,39
3285,0,0
3286,44,44
3287,0,0
3288,17,17
3289,0,0
3290,0,8
3291,0,0
3292,246,246
3293,0,0
3294,197,197
3295,0,0
3296,42,42
3297,0,0
3298,39,39
3299,66,0
3300,0,84
3301,0,0
3302,133,133
3303,0,0
3304,17,17
3305,0,0
3306,15,15
3307,0,0
3308,0,74
3309,0,0
3310,83,83
3311,0,0
3312,85,85
3313,0,0
3314,17,17
3315,0,0
3316,29,29
3317,0,0
3318,54,54
3319,0,0
3320,88,88
3321,0,0
3322,71,71
3323,0,0
3324,30,30
3325,0,0
3326,91,91
3327,0,0
3328,145,145
3329,0,0
3330,72,72
3331,0,0
3332,16,16
3333,0,0
3334,30,30
3335,0,0
3336,58,58
3337,0,0
3338,119,119
3339,0,0
3340,0,17
3341,0,0
3342,141,141
3343,0,0
3344,38,38
3345,0,0
3346,0,55
3347,0,0
3348,42,42
3349,0,0
3350,20,20
3351,0,0
3352,13,13
3353,0,0
3354,26,26
3355,0,0
3356,47,47
3357,0,0
3358,31,31
3359,0,0
3360,59,59
3361,0,0
3362,56,56
3363,0,0
3364,21,21
3365,0,0
3366,17,17
3367,0,0
3368,104,104
3369,0,0
3370,0,67
3371,0,0
3372,31,31
3373,0,0
3374,0,71
3375,0,0
3376,105,105
3377,0,0
3378,31,31
3379,0,0
3380,29,29
3381,0,0
3382,40,40
3383,0,0
3384,0,106
3385,0,0
3386,20,20
3387,0,0
3388,42,42
3389,0,0
3390,84,84
3391,0,0
3392,215,215
3393,0,0
3394,44,44
3395,0,0
3396,78,78
3397,0,0
3398,41,41
3399,0,0
3400,61,61
3401,0,0
3402,0,217
3403,0,0
3404,66,76
3405,0,0
3406,22,22
3407,0,0
3408,46,46
3409,0,0
3410,17,17
3411,0,0
3412,32,32
3413,0,0
3414,65,65
3415,0,0
3416,16,16
3417,0,0
3418,0,36
3419,0,0
3420,14,14
3421,0,0
3422,24,24
3423,0,0
3424,32,32
3425,0,0
3426,0,18
3427,0,0
3428,20,20
3429,0,0
3430,182,182
3431,0,0
3432,108,108
3433,0,0
3434,25,25
3435,0,0
3436,28,28
3437,0,0
3438,0,272
3439,0,0
3440,0,173
3441,0,0
3442,64,64
3443,0,0
3444,0,0
3445,0,43
3446,0,0
3447,83,77
3448,0,0
3449,0,102
3450,0,0
3451,43,41
3452,0,0
3453,95,95
3454,0,0
3455,77,77
3456,0,0
3457,0,178
3458,0,0
3459,76,76
3460,0,0
3461,77,77
3462,0,0
3463,102,102
3464,0,0
3465,70,70
3466,0,0
3467,88,88
3468,0,0
3469,0,47
3470,0,0
3471,45,45
3472,56,0
3473,142,142
3474,0,0
3475,121,121
3476,0,0
3477,12,12
3478,0,0
3479,68,68
3480,0,0
3481,45,45
3482,0,0
3483,166,166
3484,0,0
3485,213,213
3486,142,0
3487,95,95
3488,0,0
3489,57,57
3490,0,0
3491,44,44
3492,0,0
3493,0,43
3494,43,0
3495,34,34
3496,0,0
3497,42,42
3498,0,0
3499,28,28
3500,0,0
3501,0,76
3502,0,0
3503,37,37
3504,0,0
3505,83,83
3506,0,0
3507,0,107
3508,0,0
3509,0,98
3510,0,0
3511,33,33
3512,0,0
3513,55,36
3514,15,0
3515,0,44
3516,0,0
3517,0,70
3518,0,0
3519,0,57
3520,0,0
3521,17,17
3522,0,0
3523,27,27
3524,0,0
3525,34,34
3526,0,0
3527,18,18
3528,0,0
3529,61,61
3530,0,0
3531,0,205
3532,0,0
3533,13,13
3534,0,0
3535,27,27
3536,0,0
3537,0,0
3538,77,77
3539,0,0
3540,0,0
3541,0,0
3542,51,51
3543,0,0
3544,27,27
3545,0,0
3546,19,19
3547,0,0
3548,14,14
3549,0,0
3550,14,14
3551,0,0
3552,26,26
3553,0,0
3554,57,57
3555,0,0
3556,18,18
3557,0,0
3558,18,18
3559,0,0
3560,27,27
3561,0,0
3562,15,9
3563,0,0
3564,18,18
3565,0,0
3566,15,15
3567,0,0
3568,38,38
3569,0,0
3570,31,31
3571,0,0
3572,13,13
3573,0,0
3574,18,18
3575,0,0
3576,17,17
3577,0,0
3578,17,17
3579,0,0
3580,44,18
3581,18,0
3582,22,22
3583,0,0
3584,19,19
3585,0,0
3586,45,45
3587,0,0
3588,19,19
3589,0,0
3590,72,72
3591,0,0
3592,19,19
3593,0,0
3594,0,59
3595,0,0
3596,0,62
3597,0,0
3598,0,218
3599,0,0
3600,0,13
3601,0,0
3602,11,11
3603,0,0
3604,24,24
3605,0,0
3606,0,41
3607,0,0
3608,17,17
3609,0,0
3610,48,48
3611,0,0
3612,19,19
3613,0,0
3614,93,93
3615,0,0
3616,29,31
3617,0,0
3618,60,60
3619,0,0
3620,0,153
3621,0,0
3622,39,39
3623,0,0
3624,122,122
3625,0,0
3626,65,65
3627,0,0
3628,71,71
3629,0,0
3630,0,206
3631,0,0
3632,51,51
3633,0,0
3634,198,198
3635,56,0
3636,25,25
3637,0,0
3638,277,277
3639,0,0
3640,81,81
3641,0,0
3642,48,48
3643,0,0
3644,47,47
3645,0,0
3646,0,0
3647,0,0
3648,66,68
3649,0,0
3650,94,94
3651,0,0
3652,90,90
3653,0,0
3654,29,29
3655,0,0
3656,72,72
3657,0,0
3658,30,30
3659,0,0
3660,119,119
3661,0,0
3662,20,20
3663,0,0
3664,45,45
3665,0,0
3666,16,16
3667,0,0
3668,0,9
3669,0,0
3670,23,23
3671,0,0
3672,0,108
3673,0,0
3674,0,236
3675,0,0
3676,37,37
3677,0,0
3678,15,15
3679,0,0
3680,24,24
3681,0,0
3682,0,114
3683,0,0
3684,45,45
3685,0,0
3686,0,17
3687,0,0
3688,0,112
3689,0,0
3690,69,69
3691,0,0
3692,0,71
3693,0,0
3694,16,16
3695,0,0
3696,18,18
3697,0,0
3698,23,23
3699,0,0
3700,35,35
3701,0,0
3702,54,54
3703,0,0
3704,133,133
3705,0,0
3706,85,85
3707,0,0
3708,98,98
3709,0,0
3710,0,32
3711,32,0
3712,41,41
3713,0,0
3714,49,49
3715,0,0
3716,20,20
3717,0,0
3718,33,49
3719,0,0
3720,0,0
3721,0,0
3722,52,52
3723,0,0
3724,0,0
3725,0,0
3726,21,21
3727,0,0
3728,80,80
3729,0,0
3730,145,145
3731,0,0
3732,59,59
3733,0,0
3734,45,45
3735,0,0
3736,21,21
3737,0,0
3738,145,145
3739,0,0
3740,109,109
3741,0,0
3742,18,18
3743,0,0
3744,101,101
3745,0,0
3746,26,26
3747,0,0
3748,0,53
3749,0,0
3750,177,177
3751,0,0
3752,84,84
3753,0,0
3754,64,64
3755,0,0
3756,41,41
3757,0,0
3758,0,0
3759,20,20
3760,0,0
3761,0,27
3762,0,0
3763,38,38
3764,0,0
3765,23,23
3766,34,0
3767,33,33
3768,0,0
3769,79,79
3770,0,0
3771,0,22
3772,0,0
3773,0,21
3774,0,0
3775,21,21
3776,0,0
3777,0,127
3778,0,0
3779,113,113
3780,0,0
3781,16,16
3782,0,0
3783,25,25
3784,0,0
3785,16,16
3786,0,0
3787,77,77
3788,0,0
3789,15,15
3790,0,0
3791,82,82
3792,0,0
3793,0,85
3794,0,0
3795,30,30
3796,0,0
3797,0,107
3798,0,0
3799,61,61
3800,61,0
3801,30,30
3802,0,0
3803,77,77
3804,0,0
3805,33,33
3806,0,0
3807,9,9
3808,0,0
3809,22,22
3810,0,0
3811,55,55
3812,0,0
3813,33,33
3814,0,0
3815,0,0
3816,0,0
3817,89,89
3818,0,0
3819,15,15
3820,0,0
3821,19,19
3822,0,0
3823,30,30
3824,0,0
3825,37,37
3826,0,0
3827,16,16
3828,0,0
3829,0,0
3830,25,21
3831,0,0
3832,28,28
3833,0,0
3834,0,31
3835,0,0
3836,40,40
3837,0,0
3838,24,24
3839,0,0
3840,9,9
3841,0,0
3842,62,62
3843,0,0
3844,20,20
3845,0,0
3846,65,65
3847,0,0
3848,0,11
3849,0,0
3850,50,50
3851,0,0
3852,15,15
3853,0,0
3854,53,53
3855,0,0
3856,0,49
3857,0,0
3858,19,19
3859,0,0
3860,42,42
3861,0,0
3862,40,40
3863,0,0
3864,30,30
3865,0,0
3866,43,43
3867,0,0
3868,153,153
3869,0,0
3870,21,21
3871,0,0
3872,95,95
3873,0,0
3874,124,124
3875,0,0
3876,114,114
3877,0,0
3878,15,15
3879,0,0
3880,38,38
3881,0,0
3882,40,40
3883,0,0
3884,40,40
3885,0,0
3886,0,186
3887,0,0
3888,93,93
3889,0,0
3890,0,52
3891,0,0
3892,49,49
3893,0,0
3894,19,19
3895,0,0
3896,86,86
3897,0,0
3898,13,13
3899,0,0
3900,127,127
3901,0,0
3902,39,39
3903,0,0
3904,23,23
3905,0,0
3906,49,49
3907,0,0
3908,9,9
3909,0,0
3910,15,15
3911,0,0
3912,73,73
3913,0,0
3914,104,104
3915,0,0
3916,29,29
3917,0,0
3918,0,0
3919,54,54
3920,0,0
3921,104,104
3922,0,0
3923,21,21
3924,0,0
3925,20,20
3926,0,0
3927,26,26
3928,0,0
3929,28,28
3930,0,0
3931,17,17
3932,0,0
3933,13,13
3934,0,0
3935,13,13
3936,0,0
3937,70,70
3938,0,0
3939,23,23
3940,0,0
3941,32,32
3942,0,0
3943,105,105
3944,0,0
3945,29,29
3946,0,0
3947,53,53
3948,0,0
3949,0,0
3950,115,115
3951,0,0
3952,38,38
3953,0,0
3954,59,59
3955,0,0
3956,45,94
3957,45,0
3958,36,36
3959,0,0
3960,88,88
3961,0,0
3962,69,69
3963,0,0
3964,54,54
3965,0,0
3966,38,38
3967,0,0
3968,23,23
3969,0,0
3970,136,136
3971,0,0
3972,21,21
3973,0,0
3974,59,59
3975,0,0
3976,18,18
3977,0,0
3978,76,76
3979,0,0
3980,40,40
3981,0,0
3982,25,25
3983,0,0
3984,23,23
3985,0,0
3986,99,99
3987,0,0
3988,55,55
3989,0,0
3990,21,21
3991,0,0
3992,17,17
3993,0,0
3994,13,13
3995,0,0
3996,115,115
3997,0,0
3998,0,0
3999,0,0
4000,146,146
4001,0,0
4002,0,0
4003,0,0
4004,18,18
4005,0,0
4006,101,101
4007,0,0
4008,29,29
4009,0,0
4010,29,29
4011,0,0
4012,34,34
4013,0,0
4014,15,15
4015,0,0
4016,22,22
4017,0,0
4018,9,9
4019,0,0
4020,22,22
4021,0,0
4022,9,9
4023,0,0
4024,15,15
4025,0,0
4026,18,18
4027,0,0
4028,9,9
4029,0,0
4030,22,22
4031,0,0
4032,15,15
4033,0,0
4034,9,9
4035,0,0
4036,22,22
4037,0,0
4038,0,0
4039,0,0
4040,134,134
4041,0,0
4042,13,9
4043,0,0
4044,156,0
4045,0,15
4046,0,0
4047,51,51
4048,0,0
4049,0,0
4050,13,13
4051,0,0
4052,113,113
4053,0,0
4054,37,37
4055,0,0
4056,157,125
4057,0,0
4058,0,13
4059,0,0
4060,9,9
4061,0,0
4062,93,93
4063,0,0
4064,0,20
4065,0,0
4066,89,89
4067,0,0
4068,94,94
4069,0,0
4070,0,20
4071,0,0
4072,0,20
4073,0,0
4074,0,28
4075,0,0
4076,14,14
4077,0,0
4078,0,60
4079,0,0
4080,0,0
4081,0,0
4082,95,95
4083,0,0
4084,289,289
4085,0,0
4086,140,140
4087,0,0
4088,97,97
4089,0,0
4090,107,107
4091,0,0
4092,65,65
4093,0,0
4094,197,197
4095,0,0
4096,174,174
4097,0,0
4098,38,38
4099,0,0
4100,61,61
4101,0,0
4102,46,46
4103,0,0
4104,38,38
4105,0,0
4106,32,32
4107,0,0
4108,25,25
4109,0,0
4110,25,21
4111,0,0
4112,25,25
4113,0,0
4114,25,21
4115,0,0
4116,21,21
4117,0,0
4118,25,25
4119,0,0
4120,25,25
4121,0,0
4122,21,21
4123,0,0
4124,25,25
4125,0,0
4126,25,25
4127,0,0
4128,25,25
4129,0,0
4130,25,21
4131,0,0
4132,21,21
4133,0,0
4134,42,42
